College,Year,Fielding_Percentage,Scoring,WL_Percentage,Hit_Batters,Earned_Run_Average,Triples_per_Game,Home_Runs_per_game,Slugging_Percentage,Double_Plays_per_Game,On_Base_Percentage,Stolen_Bases_per_Game,Strikeout-to-Walk_Ratio,Batting_Average,Doubles_per_Game,Shutouts,Team_Strikeouts_Per_Seven_Innings
Louisville,2018,0.954,5.38,0.623,,3.44,0.15,0.51,0.415,0.25,,0.96,,0.302,1.25,,
Louisville,2019,0.957,5.36,0.603,31.0,3.27,0.53,0.69,0.444,0.43,0.375,1.83,1.53,0.281,1.16,11.0,
Loyola Chicago,2013,0.962,4.11,0.596,,2.65,0.09,0.94,0.409,0.26,,0.43,,0.261,1.0,,
Loyola Chicago,2014,0.958,3.84,0.446,,4.07,0.16,0.61,,0.46,,0.39,,0.245,1.2,,
Loyola Chicago,2015,0.954,3.64,0.3,15.0,4.7,0.1,0.64,0.373,0.34,,0.7,,0.25,1.22,,
Loyola Chicago,2016,0.959,3.78,0.429,,3.72,0.18,0.49,0.391,0.41,,0.43,,0.274,1.2,,
Loyola Chicago,2017,0.959,2.94,0.509,,2.4,0.11,0.3,0.3,0.32,,0.57,,0.223,0.83,,
Loyola Chicago,2018,0.96,3.28,0.46,,2.73,0.18,0.34,0.345,0.28,,0.38,,0.25,1.06,,
Loyola Chicago,2019,0.963,4.78,0.5,16.0,3.64,0.26,0.5,0.428,0.24,0.366,1.2,1.37,0.302,1.32,9.0,
LMU (CA),2014,,3.55,0.426,,3.72,,0.77,,,,,,,1.02,,
LMU (CA),2018,0.968,3.73,0.585,,2.92,0.05,0.81,0.411,0.27,,0.41,,0.262,1.27,,
Maine,2013,0.951,2.53,0.17,,4.09,0.04,0.38,0.293,0.13,,0.45,,0.211,0.98,,
Maine,2014,0.963,3.27,0.486,,3.28,0.14,0.32,,0.19,,0.78,,0.256,1.05,,
Maine,2015,0.964,4.14,0.5,13.0,2.72,0.18,0.57,0.365,0.09,,1.11,,0.251,0.93,,
Maine,2016,0.957,5.37,0.571,,3.17,0.24,0.63,0.455,0.14,,0.86,,0.314,1.55,,
Maine,2017,0.938,3.52,0.435,17.0,4.46,0.15,0.63,0.379,0.22,,0.8,,0.261,0.67,,
Maine,2018,0.949,3.04,0.468,,2.95,0.17,0.34,0.311,0.21,,0.45,,0.231,0.7,,
Maine,2019,0.948,3.1,0.293,18.0,4.35,0.22,0.51,0.353,0.29,0.298,0.56,1.5,0.231,1.22,1.0,
Manhattan,2013,0.965,4.3,0.457,,4.54,0.02,0.7,0.385,0.35,,0.39,,0.263,1.2,,
Manhattan,2014,0.966,4.31,0.473,,3.73,0.05,0.8,,0.27,,0.33,,0.248,1.44,,
Manhattan,2015,0.969,5.09,0.565,,3.47,0.04,0.98,0.454,0.39,,0.37,,0.281,1.54,,
Manhattan,2016,0.96,5.06,0.588,,3.12,0.16,0.59,0.391,0.31,,1.43,,0.27,1.06,,
Manhattan,2017,0.974,4.78,0.618,,2.52,0.22,0.42,0.371,0.42,,1.69,,0.262,1.18,,
Manhattan,2018,0.963,4.08,0.528,,2.9,0.09,0.58,0.373,0.43,,0.77,,0.252,1.32,,
Manhattan,2019,0.97,4.38,0.42,18.0,4.14,0.18,0.46,0.391,0.44,0.377,0.72,1.47,0.273,1.44,5.0,
Marist,2013,0.962,4.79,0.536,,3.18,0.09,0.93,0.437,0.5,,1.13,,0.286,1.21,,
Marist,2014,0.96,4.92,0.529,,3.55,0.1,0.84,,0.39,,1.57,,0.283,1.1,,
Marist,2015,0.961,5.43,0.519,,3.29,0.07,0.8,0.434,0.46,,1.8,,0.301,1.3,,
Marist,2016,0.971,5.83,0.776,,2.73,0.21,0.93,0.502,0.31,,2.71,,0.325,1.62,,
Marist,2017,0.961,4.86,0.627,,2.47,0.07,0.66,0.422,0.22,,1.44,,0.3,1.32,,
Marist,2018,0.97,3.95,0.458,,3.37,0.12,0.49,0.361,0.56,,1.14,,0.259,1.0,,
Marist,2019,0.968,4.25,0.614,11.0,2.68,0.14,0.56,0.394,0.35,0.348,1.46,2.06,0.269,1.4,9.0,
Marshall,2013,0.938,4.16,0.621,,2.25,0.1,0.72,0.397,0.28,,2.24,,0.265,0.98,,
Marshall,2014,0.934,4.78,0.475,,4.12,0.15,0.76,,0.24,,2.0,,0.292,1.02,,
Marshall,2015,0.949,5.4,0.7,,2.69,0.14,0.36,0.445,0.3,,3.06,,0.345,1.32,,
Marshall,2016,0.955,4.52,0.536,,3.39,0.18,0.5,0.418,0.27,,2.75,,0.31,0.96,,
Marshall,2017,0.959,5.13,0.778,,2.32,0.24,0.76,0.459,0.24,,3.0,,0.308,1.3,,
Marshall,2018,0.955,4.05,0.464,,3.79,0.15,0.44,0.383,0.36,,2.11,,0.274,1.25,,
Marshall,2019,0.963,5.3,0.656,44.0,2.87,0.2,1.23,0.489,0.2,0.383,1.0,1.77,0.273,1.3,16.0,
Maryland,2013,0.955,6.11,0.544,,4.1,0.28,0.74,0.444,0.18,,1.4,,0.284,1.26,,
Maryland,2014,0.954,4.09,0.239,,6.15,0.22,0.43,,0.2,,0.98,,0.269,1.11,,
Maryland,2015,0.947,6.28,0.5,16.0,4.58,0.11,1.28,0.522,0.35,0.413,0.7,,0.309,1.81,,
Maryland,2016,0.951,3.48,0.231,,7.15,0.17,0.35,0.379,0.4,,0.48,,0.276,1.19,,
Maryland,2017,0.945,2.75,0.225,,4.69,0.2,0.29,0.341,0.22,,0.45,,0.26,0.92,,
Maryland,2018,0.946,2.82,0.327,,4.78,0.18,0.35,0.332,0.33,,0.47,,0.236,1.04,,
Maryland,2019,0.954,4.24,0.392,33.0,5.84,0.2,0.49,0.405,0.29,0.35,0.8,0.55,0.288,1.2,2.0,
Massachusetts,2013,0.928,4.74,0.419,,4.64,0.23,0.72,0.435,0.28,,1.12,,0.286,1.28,,
Massachusetts,2014,0.955,4.33,0.423,,4.1,0.21,0.72,,0.46,,0.41,,0.273,1.13,,
Massachusetts,2015,0.945,3.84,0.349,,4.99,0.12,0.91,0.428,0.28,,0.23,,0.266,1.14,,
Massachusetts,2016,0.956,3.76,0.52,16.0,2.92,0.16,0.68,0.414,0.28,,0.58,,0.276,1.2,,
Massachusetts,2017,0.962,3.49,0.547,,3.08,0.15,0.23,0.349,0.15,,1.13,,0.27,1.09,,
Massachusetts,2018,0.965,5.92,0.714,,2.37,0.18,0.63,0.437,0.33,0.41,0.59,,0.317,1.02,,
Massachusetts,2019,0.963,4.65,0.542,14.0,3.03,0.25,0.27,0.381,0.25,0.38,0.56,2.3,0.294,1.1,4.0,
McNeese State,2013,0.968,4.6,0.717,,1.79,0.15,0.64,0.405,0.15,,0.94,,0.274,1.15,,
McNeese State,2014,0.963,5.23,0.702,,1.86,0.23,0.53,,0.32,,1.75,,0.289,1.51,,6.15
McNeese State,2015,0.957,5.07,0.643,,2.8,0.23,0.82,0.46,0.3,,2.34,,0.293,1.43,,
McNeese State,2016,0.962,6.14,0.754,,2.09,0.19,0.74,0.46,0.25,0.409,2.18,,0.305,1.54,,
McNeese State,2017,0.953,6.03,0.705,,2.58,0.16,0.85,0.459,0.3,0.398,2.33,,0.295,1.39,,
McNeese State,2018,0.952,5.82,0.661,,3.56,0.16,0.95,0.463,0.29,0.407,2.39,,0.291,1.23,,
McNeese State,2019,0.968,3.38,0.508,23.0,2.53,0.12,0.25,0.343,0.48,0.326,2.08,1.44,0.262,1.18,8.0,
Memphis,2013,0.949,3.03,0.4,,3.53,0.15,0.13,0.294,0.33,,0.88,,0.231,0.93,,
Memphis,2014,0.951,3.5,0.411,,3.38,0.18,0.39,,0.23,,0.57,,0.246,0.88,,
Memphis,2015,0.956,3.43,0.358,,4.84,0.21,0.34,0.338,0.17,,0.92,,0.252,0.75,,
Memphis,2016,0.952,4.37,0.456,,4.02,0.04,0.35,0.352,0.19,,1.56,,0.276,0.82,,
Memphis,2017,0.957,3.71,0.518,,2.87,0.38,0.18,0.367,0.3,,2.18,,0.286,0.88,,
Memphis,2018,0.963,4.97,0.638,,2.52,0.36,0.4,0.419,0.33,,1.47,,0.308,1.0,,
Memphis,2019,0.958,4.0,0.4,59.0,4.04,0.22,0.62,0.387,0.38,0.325,0.95,1.02,0.253,1.13,7.0,
Mercer,2013,0.951,5.13,0.453,,4.6,0.23,0.85,0.443,0.47,,1.06,,0.294,0.94,,
Mercer,2014,0.957,5.39,0.661,,2.66,0.11,1.0,,0.29,,1.21,,0.289,1.3,,
Mercer,2015,0.953,5.51,0.627,,3.5,0.29,0.81,0.456,0.15,,1.51,,0.304,1.05,,
Mercer,2016,0.952,4.66,0.397,,4.43,0.14,0.59,0.394,0.36,,1.31,,0.282,0.95,,
Mercer,2017,0.96,4.3,0.456,,3.22,0.16,0.6,0.392,0.16,,1.93,,0.275,0.95,,
Mercer,2018,0.958,4.75,0.635,,3.02,0.06,0.87,0.431,0.12,,1.5,,0.285,1.15,,
Mercer,2019,0.952,5.07,0.482,35.0,4.56,0.14,0.46,0.384,0.16,0.365,1.18,1.31,0.278,1.11,4.0,
Miami (OH),2013,0.961,3.69,0.37,,4.29,0.09,0.39,0.358,0.28,,0.63,,0.269,1.04,,
Miami (OH),2014,0.961,3.7,0.44,,3.33,0.04,0.42,,0.28,,0.5,,0.272,1.18,,
Miami (OH),2015,0.963,4.36,0.571,,3.16,0.25,0.34,0.385,0.2,,0.68,,0.287,1.21,,
Miami (OH),2016,0.977,5.21,0.603,,3.36,0.17,0.97,0.453,0.17,,0.31,,0.279,1.43,,
Miami (OH),2017,0.967,5.0,0.547,,4.21,0.09,0.89,0.439,0.34,,0.47,,0.27,1.4,,
Miami (OH),2018,0.966,4.47,0.49,,4.16,0.16,0.59,0.395,0.22,,0.67,,0.27,1.24,,
Miami (OH),2019,0.972,4.31,0.686,23.0,2.55,0.2,0.86,0.439,0.2,0.337,0.41,3.56,0.275,1.47,11.0,
Michigan,2013,0.959,6.64,0.797,,2.34,0.2,1.16,0.505,0.34,,0.95,,0.321,1.0,,
Michigan,2014,0.976,6.56,0.758,,2.07,0.18,0.98,0.51,0.4,0.423,1.08,,0.34,1.35,,
Michigan,2015,0.973,7.94,0.882,,1.66,0.15,1.74,0.606,0.16,0.455,1.19,,0.337,1.4,,
Michigan,2016,0.978,7.9,0.881,,2.1,0.15,1.46,0.589,0.2,0.458,1.1,,0.347,1.56,,
Michigan,2017,0.982,6.02,0.763,,1.79,0.09,0.95,0.495,0.25,0.411,1.25,,0.323,1.49,,
Michigan,2018,0.983,5.39,0.772,,1.43,0.14,0.77,0.451,0.14,0.395,1.25,,0.301,1.33,,
Michigan,2019,0.978,6.1,0.776,42.0,2.0,0.1,0.97,0.484,0.22,0.403,1.14,3.96,0.314,1.55,16.0,
Michigan State,2013,0.961,3.53,0.49,,3.72,0.16,0.33,0.353,0.2,,0.47,,0.26,1.1,,
Michigan State,2014,0.958,2.69,0.245,,4.93,0.06,0.41,,0.24,,0.55,,0.217,0.88,,
Michigan State,2015,0.951,4.56,0.345,,5.57,0.11,0.69,0.412,0.49,,0.93,,0.277,1.25,,
Michigan State,2016,0.953,4.82,0.491,,4.25,0.31,0.75,0.446,0.27,,0.85,,0.289,1.24,,
Michigan State,2017,0.955,5.81,0.586,,4.04,0.31,1.14,0.522,0.31,0.403,0.59,,0.311,1.53,,
Michigan State,2018,0.955,4.02,0.5,,3.41,0.15,0.67,0.409,0.37,,0.69,,0.266,1.37,,
Michigan State,2019,0.953,4.88,0.32,27.0,5.82,0.2,0.88,0.441,0.22,0.37,0.9,0.99,0.271,1.3,3.0,
Middle Tenn.,2013,0.951,2.13,0.13,,6.25,0.07,0.46,0.319,0.26,,0.37,,0.219,0.85,,
Middle Tenn.,2014,0.945,3.25,0.182,,4.95,0.05,0.38,,0.42,,0.8,,0.242,1.2,,
Middle Tenn.,2015,0.941,4.61,0.431,,4.48,0.2,0.35,0.401,0.35,,1.35,,0.297,1.29,,
Middle Tenn.,2016,0.96,4.39,0.426,,4.29,0.17,0.41,0.35,0.44,,1.48,,0.257,0.96,,
Middle Tenn.,2017,0.963,3.24,0.388,,2.59,0.12,0.45,0.351,0.27,,1.02,,0.257,0.86,,
Middle Tenn.,2018,0.959,4.3,0.639,,2.79,0.11,0.57,0.415,0.28,,1.54,,0.3,1.03,,
Middle Tenn.,2019,0.957,3.61,0.492,38.0,3.82,0.12,0.47,0.365,0.25,0.34,1.24,1.44,0.264,1.0,7.0,
Minnesota,2013,0.971,4.4,0.655,,2.43,0.18,0.87,0.422,0.18,,1.73,,0.248,1.24,,
Minnesota,2014,0.961,5.7,0.786,,2.0,0.23,1.21,0.501,0.13,,1.23,,0.284,1.36,,9.27
Minnesota,2015,0.971,6.95,0.817,,2.36,0.18,1.33,0.57,0.3,0.436,1.65,,0.339,1.83,,
Minnesota,2016,0.961,6.67,0.754,,2.72,0.16,1.18,0.52,0.25,0.423,0.93,,0.318,1.6,,
Minnesota,2017,0.968,7.13,0.918,,1.19,0.15,1.05,0.538,0.16,0.445,0.69,,0.343,1.7,,
Minnesota,2018,0.967,5.69,0.707,14.0,1.9,0.19,0.95,0.459,0.28,,1.1,,0.287,1.43,,
Minnesota,2019,0.976,5.38,0.767,27.0,1.67,0.2,1.2,0.496,0.17,0.379,0.68,4.03,0.284,1.45,20.0,
Mississippi State,2013,0.961,4.33,0.579,,2.66,0.09,0.89,0.422,0.09,,2.0,,0.267,1.07,,
Mississippi State,2014,0.976,4.53,0.65,,2.67,0.17,0.57,,0.17,,1.47,,0.257,1.17,,7.7
Mississippi State,2015,0.966,5.72,0.632,,3.76,0.28,0.95,0.495,0.39,,1.77,,0.312,1.47,,
Mississippi State,2016,0.963,3.61,0.456,,2.87,0.21,0.32,0.335,0.32,,1.09,,0.247,0.91,,
Mississippi State,2017,0.965,4.03,0.621,,2.15,0.24,0.48,0.396,0.33,,1.28,,0.281,1.16,,
Mississippi State,2018,0.957,5.18,0.623,,2.06,0.31,0.9,0.471,0.25,,0.85,,0.292,1.44,,
Mississippi State,2019,0.959,5.17,0.603,40.0,3.36,0.16,1.24,0.484,0.29,0.365,0.72,1.27,0.296,0.97,8.0,
Mississippi Val.,2013,0.956,4.35,0.455,,3.34,0.25,0.49,0.379,0.09,,0.76,,0.256,1.24,,
Mississippi Val.,2014,0.93,3.53,0.286,,7.84,0.2,0.16,,0.14,,0.92,,0.241,0.71,,
Mississippi Val.,2015,0.938,3.73,0.306,,7.37,0.14,0.35,0.351,0.18,,0.65,,0.243,1.35,,
Mississippi Val.,2016,0.92,4.93,0.341,,6.12,0.25,0.55,0.388,0.23,,0.73,,0.263,1.11,,
Mississippi Val.,2017,0.934,4.07,0.283,,5.72,0.22,0.48,0.359,0.07,,0.59,,0.25,0.87,,
Mississippi Val.,2018,0.929,3.51,0.311,,6.26,0.2,0.18,0.322,0.18,,0.56,,0.244,1.02,,
Mississippi Val.,2019,0.946,3.1,0.231,23.0,5.65,0.13,0.31,0.326,0.28,0.306,0.46,0.53,0.239,1.05,1.0,
Missouri,2013,0.959,6.0,0.731,,2.3,0.08,1.19,0.504,0.23,,1.13,,0.304,1.5,,
Missouri,2014,0.963,5.43,0.705,,2.72,0.15,0.84,,0.41,,1.74,,0.31,1.28,,
Missouri,2015,0.956,6.81,0.724,,3.15,0.16,1.36,0.524,0.31,0.426,1.91,,0.32,1.1,,
Missouri,2016,0.967,6.72,0.724,,3.11,0.07,1.26,0.513,0.4,0.418,2.84,,0.327,1.12,,
Missouri,2017,0.964,4.86,0.509,,3.33,0.09,0.91,0.439,0.35,,1.4,,0.28,1.26,,
Missouri,2018,0.966,4.78,0.508,,3.73,0.05,0.98,0.457,0.39,,1.07,,0.29,1.39,,
Missouri,2019,0.964,5.22,0.583,25.0,3.31,0.1,1.07,0.469,0.37,0.37,1.25,1.57,0.284,1.45,13.0,
Missouri State,2013,0.968,4.37,0.423,,4.22,0.1,0.54,0.394,0.19,,1.1,,0.284,1.06,,
Missouri State,2014,0.961,4.07,0.509,,3.75,0.27,0.4,,0.29,,1.22,,0.266,1.27,,
Missouri State,2015,0.963,4.11,0.545,13.0,3.48,0.13,0.87,0.423,0.4,,0.89,,0.274,0.98,,
Missouri State,2016,0.973,3.75,0.423,,3.76,0.13,0.56,0.371,0.35,,0.92,,0.261,0.92,,
Missouri State,2017,0.967,3.39,0.469,17.0,2.95,0.2,0.33,0.37,0.43,,0.67,,0.283,0.84,,
Missouri State,2018,0.97,4.23,0.615,,2.94,0.31,0.42,0.374,0.42,,1.23,,0.272,0.9,,
Missouri State,2019,0.966,4.08,0.588,19.0,2.98,0.22,0.31,0.364,0.33,0.357,1.02,2.18,0.277,0.94,5.0,
Monmouth,2013,0.96,4.98,0.66,,1.97,0.28,0.4,0.382,0.4,,0.57,,0.284,0.98,,
Monmouth,2014,0.956,4.14,0.512,,3.85,0.21,0.35,,0.6,,0.49,,0.276,1.23,,
Monmouth,2015,0.957,4.91,0.432,,4.84,0.16,0.41,0.407,0.43,,1.0,,0.295,1.45,,
Monmouth,2016,0.967,5.58,0.58,,2.54,0.12,0.82,0.445,0.14,,1.24,,0.298,1.46,,
Monmouth,2017,0.959,3.93,0.446,,3.22,0.11,0.61,0.394,0.07,,0.41,,0.258,1.55,,
Monmouth,2018,0.958,4.48,0.667,,3.08,0.33,0.81,0.423,0.35,,0.83,,0.264,1.19,,
Monmouth,2019,0.974,4.13,0.667,27.0,2.26,0.26,0.67,0.417,0.3,0.333,0.98,3.27,0.273,1.26,14.0,
Montana,2015,0.958,4.46,0.32,,4.75,0.18,0.56,0.406,0.18,,0.7,,0.28,1.36,,
Montana,2016,0.964,5.75,0.518,,5.26,0.14,0.57,0.444,0.2,,0.84,,0.326,1.38,,
Montana,2017,0.968,4.47,0.593,,3.21,0.19,0.47,0.391,0.19,,0.56,,0.28,1.22,,
Montana,2018,0.97,3.45,0.455,,3.08,0.15,0.31,0.322,0.15,,0.49,,0.25,0.69,,
Montana,2019,0.951,4.43,0.446,26.0,4.15,0.3,0.61,0.431,0.25,0.357,0.27,2.23,0.285,1.54,2.0,
Morehead State,2013,0.955,4.71,0.49,,3.19,0.1,0.63,0.436,0.29,,0.88,,0.311,1.33,,
Morehead State,2014,0.955,2.87,0.298,,5.34,0.13,0.54,,0.31,,0.42,,0.218,1.04,,
Morehead State,2015,0.959,3.72,0.478,,3.73,0.11,0.59,0.375,0.35,,0.83,,0.265,0.8,,
Morehead State,2016,0.962,3.83,0.491,,3.53,0.11,0.66,0.391,0.32,,0.92,,0.263,1.06,,
Morehead State,2017,0.964,3.81,0.542,,2.95,0.23,0.9,0.416,0.1,,0.63,,0.258,0.79,,
Morehead State,2018,0.966,3.06,0.549,,2.31,0.04,0.59,0.338,0.2,,0.71,,0.241,0.69,,
Morehead State,2019,0.932,2.31,0.067,38.0,9.82,0.11,0.4,0.293,0.11,0.279,1.02,0.56,0.197,0.71,1.0,
Morgan State,2013,0.958,3.4,0.186,,7.68,0.19,0.33,0.333,0.4,,0.37,,0.233,1.07,,
Morgan State,2014,0.941,4.07,0.276,,6.6,0.24,0.69,,0.28,,0.76,,0.295,1.21,,
Morgan State,2015,0.941,3.37,0.211,16.0,6.83,0.11,0.39,0.339,0.37,,0.79,,0.244,0.95,,
Morgan State,2016,0.934,3.61,0.317,10.0,5.18,0.17,0.32,0.323,0.29,,2.44,,0.236,0.83,,
Morgan State,2017,0.95,3.61,0.5,16.0,3.73,0.28,0.2,0.318,0.35,,1.98,,0.236,0.87,,
Morgan State,2018,0.956,4.64,0.622,8.0,2.42,0.24,0.27,0.366,0.47,,1.69,,0.27,1.2,,
Morgan State,2019,0.941,5.04,0.478,17.0,4.72,0.22,0.37,0.385,0.35,0.36,1.59,1.05,0.276,1.17,7.0,
Mount State Mary's,2013,0.954,3.83,0.348,,4.42,0.02,0.43,0.328,0.24,,0.85,,0.242,0.78,,
Mount State Mary's,2014,0.955,2.91,0.443,,1.94,0.09,0.27,,0.14,,0.68,,0.23,0.77,,6.85
Mount State Mary's,2015,0.947,3.05,0.25,,6.35,0.05,0.64,0.346,0.41,,0.57,,0.23,0.75,,
Mount State Mary's,2016,0.947,4.0,0.3,,6.39,0.1,0.76,0.435,0.26,,0.78,,0.289,1.26,,
Mount State Mary's,2017,0.957,4.86,0.392,,4.31,0.16,0.8,0.452,0.29,,0.65,,0.293,1.47,,
Mount State Mary's,2018,0.959,3.09,0.398,,4.69,0.07,0.45,0.337,0.84,,0.98,,0.232,1.11,,
Mount State Mary's,2019,0.951,5.09,0.481,20.0,3.51,0.17,0.69,0.443,0.39,0.366,1.09,1.44,0.3,1.5,4.0,
Murray State,2013,0.971,3.79,0.472,,3.32,0.06,0.72,0.38,0.15,,0.87,,0.253,1.15,,
Murray State,2014,0.954,4.24,0.582,,3.2,0.25,0.56,,0.29,,0.82,,0.276,1.05,,
Murray State,2015,0.963,5.68,0.667,,2.99,0.18,0.86,0.483,0.56,,0.84,,0.315,1.53,,
Murray State,2016,0.972,3.51,0.436,,2.92,0.16,0.36,0.368,0.69,,1.29,,0.268,1.29,,
Murray State,2017,0.955,5.16,0.643,,3.11,0.25,0.82,0.441,0.43,,1.2,,0.292,1.11,,
Murray State,2018,0.957,3.79,0.308,10.0,3.66,0.23,0.44,0.359,0.29,,0.92,,0.249,1.13,,
Murray State,2019,0.961,4.28,0.491,24.0,3.59,0.06,0.51,0.373,0.28,0.344,0.96,2.03,0.267,1.17,9.0,
N.C. A&T,2013,0.939,3.39,0.205,,6.23,0.11,0.61,0.365,0.3,,0.59,,0.25,0.86,,
N.C. A&T,2014,0.949,3.73,0.364,,4.26,0.07,0.43,,0.34,,0.68,,0.238,1.07,,
N.C. A&T,2015,0.937,3.78,0.326,,5.12,0.17,0.35,0.347,0.41,,1.17,,0.263,0.8,,
N.C. A&T,2016,0.952,4.14,0.347,,5.09,0.18,0.39,0.375,0.27,,0.76,,0.272,1.08,,
N.C. A&T,2017,0.938,3.58,0.39,,3.93,0.14,0.28,0.338,0.18,,0.98,,0.255,1.1,,
N.C. A&T,2018,0.916,2.68,0.159,,5.51,0.14,0.14,0.309,0.39,,0.34,,0.247,0.93,,
N.C. A&T,2019,0.921,2.98,0.225,21.0,5.32,,0.18,0.302,0.3,0.314,0.6,1.36,0.242,0.95,4.0,
N.C. Central,2013,0.896,2.02,0.102,,6.19,0.08,0.14,0.275,0.16,,0.45,,0.219,0.69,,
N.C. Central,2014,0.93,2.5,0.205,,4.67,0.11,0.3,,0.18,,0.8,,0.231,0.8,,
N.C. Central,2015,0.933,4.22,0.4,,4.81,0.13,0.64,0.399,0.2,,0.73,,0.276,0.91,,
N.C. Central,2016,0.933,2.8,0.143,,5.62,0.04,0.31,0.304,0.24,,0.49,,0.225,0.92,,
N.C. Central,2017,0.936,2.56,0.302,,4.9,0.12,0.28,0.295,0.21,,1.0,,0.209,0.86,,
N.C. Central,2018,0.953,3.15,0.435,,3.18,0.07,0.41,0.318,0.26,,0.96,,0.241,0.61,,
N.C. Central,2019,0.958,4.04,0.469,37.0,4.12,0.12,0.43,0.354,0.22,0.329,1.88,1.58,0.263,0.8,6.0,
NC State,2013,0.971,5.14,0.634,,2.35,0.04,1.57,0.492,0.3,,0.32,,0.266,1.25,,
NC State,2014,0.973,4.59,0.667,,3.03,0.04,1.24,0.468,0.35,,0.72,,0.275,1.06,,6.62
NC State,2015,0.963,5.33,0.633,,2.61,0.1,1.25,0.457,0.38,,0.62,,0.266,1.08,,
NC State,2016,0.957,5.02,0.411,,5.06,0.07,1.29,0.457,0.41,,0.77,,0.27,0.89,,
NC State,2017,0.953,4.09,0.321,,5.93,0.14,0.7,0.395,0.36,,0.68,,0.27,0.91,,
NC State,2018,0.965,3.61,0.426,,3.51,0.13,0.67,0.38,0.44,,0.72,,0.25,0.98,,
NC State,2019,0.957,3.95,0.534,56.0,3.45,0.17,1.09,0.411,0.41,0.338,1.03,1.75,0.23,0.84,7.0,
Nebraska,2013,0.967,5.21,0.738,,1.85,0.02,0.95,0.438,0.8,,0.72,,0.285,1.26,,
Nebraska,2014,0.967,5.68,0.71,,1.92,0.16,1.18,0.495,0.4,,0.61,,0.298,1.45,,
Nebraska,2015,0.964,6.9,0.603,,4.37,0.19,0.9,0.505,0.48,0.431,0.74,,0.337,1.43,,
Nebraska,2016,0.961,5.73,0.625,,3.91,0.07,1.16,0.475,0.46,,0.73,,0.294,1.34,,
Nebraska,2017,0.952,4.15,0.453,,4.41,0.08,0.58,0.398,0.38,,0.68,,0.271,1.32,,
Nebraska,2018,0.973,4.28,0.574,,4.01,0.11,0.8,0.415,0.33,,0.98,,0.266,1.24,,
Nebraska,2019,0.946,4.88,0.404,22.0,4.6,0.21,0.85,0.44,0.35,0.365,1.44,1.35,0.267,1.5,3.0,
Nevada,2013,0.965,5.36,0.566,,3.99,0.06,0.85,0.477,0.15,,0.58,,0.31,1.92,,
Nevada,2014,0.946,5.58,0.519,,3.67,0.19,0.65,,0.29,,0.73,,0.298,1.56,,
Nevada,2015,0.953,4.58,0.302,,5.38,0.11,0.62,0.423,0.32,,1.04,,0.297,1.38,,
Nevada,2016,0.95,5.19,0.681,,3.32,0.15,1.17,0.503,0.28,,0.28,,0.312,1.49,,
Nevada,2017,0.954,5.07,0.545,,4.55,0.22,0.62,0.417,0.22,,0.65,,0.286,1.25,,
Nevada,2018,0.957,6.06,0.5,,4.32,0.06,0.87,0.455,0.28,0.393,0.57,,0.31,1.43,,
Nevada,2019,0.968,4.64,0.518,27.0,3.76,0.13,0.71,0.429,0.2,0.36,0.36,2.2,0.281,1.57,8.0,
New Mexico,2013,0.958,2.96,0.375,,4.33,0.16,0.38,0.328,0.34,,0.95,,0.247,0.63,,
New Mexico,2014,0.959,4.5,0.308,,7.66,0.23,0.62,,0.44,,0.62,,0.298,1.13,,
New Mexico,2015,0.952,5.04,0.537,,4.11,0.22,0.8,0.453,0.44,,0.67,,0.299,1.31,,
New Mexico,2016,0.957,4.7,0.46,,4.8,0.16,0.76,0.431,0.34,,0.4,,0.287,1.34,,
New Mexico,2017,0.951,3.92,0.4,,4.63,0.14,0.56,0.411,0.32,,0.48,,0.292,1.18,,
New Mexico,2018,0.946,3.43,0.264,,6.44,0.13,0.62,0.371,0.25,,0.55,,0.244,0.96,,
New Mexico,2019,0.944,3.57,0.226,30.0,6.66,0.15,0.64,0.367,0.11,0.333,0.19,0.96,0.231,1.06,3.0,
New Mexico State,2013,0.964,4.63,0.649,,2.57,0.09,0.95,0.447,0.47,,0.86,,0.288,1.21,,
New Mexico State,2014,0.948,6.02,0.574,,3.93,0.09,1.19,0.512,0.46,0.408,0.8,,0.315,1.35,,
New Mexico State,2015,0.959,7.38,0.746,,4.33,0.17,1.63,0.602,0.52,0.445,0.89,,0.348,1.59,,
New Mexico State,2016,0.956,5.95,0.644,18.0,2.87,0.25,0.81,0.506,0.49,0.426,1.76,,0.341,1.31,,
New Mexico State,2017,0.962,5.93,0.537,,4.48,0.17,0.96,0.501,0.41,0.414,1.2,,0.325,1.48,,
New Mexico State,2018,0.951,5.6,0.547,,4.02,0.25,1.09,0.506,0.38,0.391,0.62,,0.311,1.47,,
New Mexico State,2019,0.963,5.22,0.6,43.0,3.42,0.09,1.27,0.494,0.36,0.373,0.87,2.46,0.288,1.35,10.0,
Niagara,2013,0.948,3.65,0.348,,4.23,0.11,0.28,0.354,0.2,,0.63,,0.265,1.26,,
Niagara,2014,0.946,3.0,0.375,,3.89,0.06,0.33,,0.08,,0.15,,0.246,1.04,,
Niagara,2015,0.95,1.98,0.091,13.0,6.86,0.05,0.11,0.275,0.36,,0.43,,0.227,0.7,,
Niagara,2016,0.946,2.63,0.208,,4.85,0.02,0.38,0.332,0.15,,0.19,,0.246,1.02,,
